sender_upi,receiver_upi,amount,hour_of_day,day_of_week,location,txn_type,device_id,is_new_device,num_txn_last_1hr,num_txn_last_24hr,avg_amount_last_week,is_new_receiver,label
nakvirej@okaxis,pddhfw@okaxis,603.46,12,2,Bengaluru,Merchant,dev_2659,0,0,7,4649.26,0,0
gixqh@okhdfcbank,qyhokmaw@okaxis,1204.06,16,1,Bengaluru,QR_Scan,dev_2459,0,0,3,255.59,0,0
ztqmb@okicici,zxutnsy@okicici,307.29,16,2,Hyderabad,QR_Scan,dev_2837,0,3,8,3398.22,1,0
npdchgvm@paytm,hatea@paytm,36.54,18,3,Chennai,Bill,dev_4,0,3,6,3827.33,0,0
tplgrap@okhdfcbank,bmngri@oksbi,136.1,15,0,Jaipur,QR_Scan,dev_4805,0,1,2,2726.46,0,0
hbinactf@okaxis,mkorssfo@paytm,881.8,10,3,Chennai,QR_Scan,dev_1453,0,0,1,2985.05,0,0
wmshhpzk@oksbi,xaandkrp@okicici,1570.42,3,2,Pune,Merchant,dev_1267,0,1,4,729.14,0,0
zfbesg@okicici,gxnzxw@okhdfcbank,945.47,19,3,Mumbai,P2P,dev_2749,0,1,3,439.17,0,0
dlkvpvxvf@paytm,uxwpfhov@okhdfcbank,205.2,11,0,Bengaluru,Bill,dev_4174,0,1,2,2295.72,0,0
borkxokwm@ybl,uihpgys@okicici,402.4,14,3,Chennai,QR_Scan,dev_3736,0,2,5,1864.92,0,0
zxpwgqfnv@paytm,mbvibasjo@okicici,940.62,14,1,Mumbai,Merchant,dev_3509,0,1,4,891.58,1,0
hzaur@oksbi,fqmjljej@okhdfcbank,677.63,3,2,Bengaluru,QR_Scan,dev_741,0,0,1,2325.25,0,0
abbtzuk@ybl,vnigphek@paytm,1322.32,8,3,Delhi,QR_Scan,dev_3656,0,1,3,663.78,0,0
bquuaudb@okaxis,qkluh@okicici,442.95,3,3,Delhi,Merchant,dev_4903,0,1,4,2870.61,0,0
uejthkud@ybl,kxjxzo@oksbi,652.9,3,3,Hyderabad,QR_Scan,dev_1523,0,1,3,1776.3,0,0
ciwscmbas@okaxis,rruxu@ybl,138.81,10,1,Kolkata,Bill,dev_3772,0,0,1,4976.58,0,0
fukaimk@paytm,gvxwdc@okhdfcbank,178584.94,2,2,Chennai,QR_Scan,dev_2510,1,10,15,1668.06,1,1
xtiztp@okicici,gsgtpx@okhdfcbank,536.7,3,6,Pune,QR_Scan,dev_2820,0,1,5,4716.78,1,0
hnssh@oksbi,dfccs@okaxis,1073.52,11,5,Kolkata,Merchant,dev_1020,0,1,5,4517.21,0,0
qoggqgk@ybl,ypxixo@okaxis,243.55,12,3,Pune,QR_Scan,dev_1669,0,0,4,3219.34,0,0
vpqqrxe@paytm,krecue@ybl,1390.52,20,0,Hyderabad,Merchant,dev_472,0,1,2,2663.21,0,0
yscxqp@okhdfcbank,srrbeuk@paytm,976.26,2,6,Mumbai,P2P,dev_3162,0,1,7,3754.65,0,0
ubnobmg@okicici,nxzbor@okaxis,421.12,14,1,Pune,Merchant,dev_1410,0,1,5,3696.11,0,0
drmhaz@okhdfcbank,pkkszlej@oksbi,144.77,13,6,Kolkata,Merchant,dev_1059,0,0,2,2291.25,0,0
magfm@oksbi,kbhoo@ybl,661.25,5,2,Mumbai,P2P,dev_2835,0,1,5,2376.6,0,0
dytizl@okaxis,uvgmqcc@okaxis,298.02,20,6,Mumbai,P2P,dev_1219,0,1,4,4726.27,0,0
ximiezem@okaxis,hcoqqtn@oksbi,1996.28,21,2,Bengaluru,QR_Scan,dev_1149,0,0,1,486.91,1,0
krwgufg@paytm,zxxkhcpv@okaxis,1473.77,21,5,Hyderabad,Bill,dev_1166,0,0,5,792.75,1,0
vhyqwryu@okaxis,dmspylhl@ybl,223.68,3,2,Bengaluru,P2P,dev_4303,0,1,7,1966.23,1,0
ocgnmji@oksbi,cluoj@okhdfcbank,59517.4,2,4,Pune,P2P,dev_7786,1,13,21,4666.93,1,1
dolkegqb@okhdfcbank,sexnk@paytm,194.86,23,5,Jaipur,Bill,dev_4296,0,2,5,4162.14,0,0
udvdn@okhdfcbank,wmhriwu@paytm,398.1,18,0,Jaipur,QR_Scan,dev_4863,0,1,4,3875.77,0,0
yyqku@oksbi,fgkeb@okicici,87.41,23,0,Kolkata,Bill,dev_4924,0,0,4,282.13,0,0
xeflci@paytm,bkmeqk@paytm,1125.96,5,2,Delhi,Bill,dev_4239,0,0,2,665.2,0,0
hfytcoihl@okicici,gpsjncxy@paytm,83.71,10,6,Mumbai,P2P,dev_1389,0,0,4,812.54,0,0
aoswmf@okhdfcbank,cfzkgaj@oksbi,855.18,19,2,Pune,Bill,dev_4183,1,2,4,4329.87,1,0
dxmrqxpk@paytm,bsoavtxs@okicici,24.37,5,6,Kolkata,QR_Scan,dev_4928,0,3,5,4398.46,1,0
bznmwctja@oksbi,irunj@okhdfcbank,1279.16,18,5,Chennai,Bill,dev_4392,0,0,3,3927.87,0,0
epnjegup@paytm,ofgrss@okicici,1159.58,15,1,Delhi,P2P,dev_841,0,1,4,4200.2,0,0
clggp@okicici,kirrfva@paytm,274.38,4,4,Jaipur,QR_Scan,dev_48,1,0,5,2033.9,0,0
iszkd@paytm,owoelhawh@okaxis,845.15,6,5,Kolkata,QR_Scan,dev_1679,0,5,10,617.17,0,0
aisvqu@oksbi,jjuyvco@okaxis,3526.28,22,5,Hyderabad,Merchant,dev_2816,0,2,2,2506.87,0,0
ogmjdpi@paytm,jsqamdoz@oksbi,262.94,7,3,Kolkata,Bill,dev_2712,1,1,3,4231.08,0,0
xytrxh@okicici,ifehng@okhdfcbank,520.2,10,5,Hyderabad,Bill,dev_3247,0,2,5,896.2,0,0
tycoxfbwz@oksbi,sznuwiy@paytm,1412.34,6,1,Chennai,QR_Scan,dev_2517,1,1,9,2008.01,0,0
pajfqs@ybl,pxbowsaf@oksbi,3419.73,21,2,Hyderabad,P2P,dev_3294,0,0,4,225.33,0,0
xevbqvq@oksbi,fygryx@oksbi,101.31,14,0,Bengaluru,Merchant,dev_3461,0,2,5,844.18,0,0
vjwaavrih@oksbi,qldfsthd@ybl,321.25,0,0,Bengaluru,P2P,dev_736,0,0,4,2463.08,0,0
trifizfi@paytm,zxdbepr@okaxis,223.9,0,3,Jaipur,P2P,dev_1292,0,0,5,3811.67,0,0
qrcebb@okaxis,bxvcxeth@oksbi,2241.94,0,5,Mumbai,QR_Scan,dev_237,1,2,2,4421.96,1,0
wueqjkft@okicici,qvtcgln@ybl,1317.14,10,5,Jaipur,Bill,dev_1092,0,0,5,3819.8,0,0
uuqfnrqf@paytm,puiljzmsp@okicici,1979.57,13,6,Hyderabad,P2P,dev_3915,1,2,3,4833.97,0,0
ghuczm@okhdfcbank,eanja@okaxis,597.36,23,3,Hyderabad,P2P,dev_1520,0,0,1,4538.19,1,0
stboqk@okhdfcbank,ublvfmml@okhdfcbank,526.01,7,6,Bengaluru,Bill,dev_4497,0,0,3,3046.69,1,0
wqitmsg@paytm,hlpyiriv@ybl,1151.08,13,0,Bengaluru,Merchant,dev_549,0,3,6,2850.87,0,0
pfbva@okhdfcbank,cveei@oksbi,613.8,15,4,Delhi,Bill,dev_2034,0,2,6,272.06,0,0
wymsmssu@oksbi,zpiqwie@okaxis,256.78,9,3,Jaipur,QR_Scan,dev_1395,1,0,1,803.42,1,0
dniyuub@okicici,uygynjvj@ybl,1216.75,3,0,Delhi,P2P,dev_1548,0,1,5,2153.42,0,0
dpfqkyt@oksbi,siwcggg@paytm,136.92,15,1,Jaipur,QR_Scan,dev_1502,0,0,1,2147.43,0,0
vcfnq@okhdfcbank,vggzlwmcn@okhdfcbank,3101.44,23,2,Mumbai,Bill,dev_3389,0,0,2,2943.24,1,0
nrsbuom@okaxis,oacfkaxu@okhdfcbank,167.3,17,0,Delhi,QR_Scan,dev_4765,0,1,4,2351.16,0,0
grvzryf@paytm,fvzvywkqz@okicici,223.96,9,6,Jaipur,Merchant,dev_2736,0,2,7,3336.88,1,0
ocaepgm@oksbi,buhgl@ybl,3203.62,5,2,Hyderabad,Bill,dev_1446,0,1,4,3176.72,0,0
gmfjqchn@okicici,atillgl@okicici,2026.55,9,4,Delhi,QR_Scan,dev_300,0,1,2,966.75,0,0
kanbtam@oksbi,diabjelxn@okaxis,849.96,15,6,Hyderabad,QR_Scan,dev_4614,0,0,4,1671.45,0,0
ejltol@okaxis,mkwpixavk@ybl,717.49,9,3,Jaipur,P2P,dev_2382,0,0,5,3097.41,0,0
bwhjovi@paytm,hpezrj@paytm,1115.5,12,3,Pune,Bill,dev_4849,0,2,5,752.59,0,0
blwmikg@oksbi,xktvyi@oksbi,181.09,10,5,Hyderabad,P2P,dev_4374,0,2,5,1152.09,0,0
dyhkhbzr@okicici,axfvayo@okaxis,7687.66,23,4,Hyderabad,QR_Scan,dev_6176,1,9,17,2765.3,1,1
xhgpk@oksbi,rwvkpgwq@okicici,382.83,14,5,Jaipur,P2P,dev_3036,0,0,5,2403.77,1,0
oqhxtxqw@okhdfcbank,vwtuflqvg@okaxis,46.03,20,0,Jaipur,QR_Scan,dev_3658,0,3,6,684.23,0,0
flpjzkuw@oksbi,vpilucn@okhdfcbank,3053.93,19,3,Mumbai,P2P,dev_2237,0,2,3,2552.96,0,0
zlmllf@okaxis,mhexd@oksbi,850.86,7,1,Delhi,Bill,dev_2422,0,1,3,2708.51,1,0
jequhfbgv@okicici,mrgixl@ybl,101.27,8,4,Jaipur,Bill,dev_6,1,0,3,3485.23,0,0
hqooo@paytm,tssiccc@paytm,492.81,1,1,Chennai,Merchant,dev_3189,0,0,4,3815.57,0,0
tnilaxo@okhdfcbank,ulpkcvrdn@ybl,572.28,15,2,Chennai,P2P,dev_1747,0,2,4,2041.61,1,0
aesteartv@oksbi,xvrxmdw@paytm,1742.85,19,6,Pune,P2P,dev_1864,0,1,5,2802.66,1,0
adxjndus@okhdfcbank,lnurc@okaxis,2453.01,0,6,Delhi,Bill,dev_4604,1,0,3,1735.6,1,0
igvts@ybl,ibpbc@okhdfcbank,223.25,9,2,Hyderabad,P2P,dev_2027,0,2,8,3201.72,1,0
hztclhok@paytm,whmprp@paytm,2654.11,19,1,Hyderabad,QR_Scan,dev_2268,0,1,2,4239.23,0,0
ipomvhka@ybl,fpnvgcj@okicici,750.55,5,4,Pune,Merchant,dev_3498,0,0,4,1173.85,0,0
ouokrtikv@ybl,yivdgn@oksbi,168.45,8,1,Jaipur,Merchant,dev_264,0,0,2,491.16,0,0
cyfkthki@okaxis,mxtwmi@ybl,2326.79,22,6,Mumbai,Bill,dev_1410,0,0,4,1403.92,0,0
mzscqqdi@okhdfcbank,bjkygj@oksbi,1088.49,9,0,Mumbai,Bill,dev_4633,1,2,5,2905.72,0,0
vsdfrfgxd@paytm,xzvtsdswo@paytm,639.1,17,5,Pune,QR_Scan,dev_3147,0,0,3,2286.15,0,0
zhnhqny@oksbi,cpceyw@ybl,493.74,16,5,Bengaluru,Merchant,dev_4768,0,0,3,2905.96,0,0
zzhzy@oksbi,pxjicqbe@okhdfcbank,4186.37,17,1,Kolkata,Merchant,dev_4381,0,3,5,2411.97,0,0
jptmnq@paytm,trwpwkczo@okhdfcbank,1524.84,16,0,Bengaluru,Merchant,dev_1500,0,1,3,160.56,0,0
vhyoob@okicici,regcq@oksbi,241.26,2,2,Chennai,P2P,dev_3348,0,1,6,3988.35,0,0
iklyxb@okhdfcbank,ziqsj@okaxis,1202.63,15,6,Delhi,P2P,dev_4085,0,0,1,774.58,0,0
orxyyhuad@okaxis,weltc@okicici,42.05,0,2,Kolkata,Bill,dev_690,0,1,4,4869.76,0,0
phvaipz@paytm,qvxcrgfff@okhdfcbank,843.29,16,6,Jaipur,QR_Scan,dev_868,0,2,3,3770.05,1,0
qevgcfniw@okicici,mpkeq@oksbi,457.11,4,2,Chennai,QR_Scan,dev_1354,0,0,3,637.21,0,0
tcxra@paytm,ukvfjnak@paytm,194.91,23,1,Jaipur,Bill,dev_4411,0,0,4,2488.96,0,0
kggesf@okicici,qxfutoe@okicici,720.23,10,0,Kolkata,Bill,dev_688,0,2,4,338.01,0,0
sdjazyqjg@okicici,tcdsrpyxv@paytm,423.89,10,0,Bengaluru,Merchant,dev_2004,0,0,1,3688.79,0,0
tmqiympt@oksbi,tpwtak@paytm,1111.53,4,3,Jaipur,Merchant,dev_3170,0,1,1,694.43,0,0
weuxrdtk@okhdfcbank,izytjg@okaxis,330.52,0,4,Kolkata,QR_Scan,dev_2869,1,1,7,329.15,0,0
lmuoc@okicici,ctlhnqnwq@okicici,462.73,0,1,Mumbai,Bill,dev_3513,0,0,5,4006.52,0,0
beqrnj@oksbi,kaztxtu@okhdfcbank,462.02,23,6,Delhi,Bill,dev_3745,0,1,2,970.0,0,0
zwpakjygt@okaxis,reyhapg@oksbi,1309.4,16,2,Pune,QR_Scan,dev_2064,0,1,5,2085.35,0,0
knevr@oksbi,ixorp@oksbi,250.82,10,6,Mumbai,P2P,dev_4725,0,2,6,1588.53,1,0
cyecpjyyw@okaxis,mlqdr@okicici,294.8,0,5,Chennai,Bill,dev_1467,0,1,3,1085.33,0,0
rueje@okaxis,efriug@okicici,223.84,16,0,Jaipur,Merchant,dev_3269,0,1,9,330.66,0,0
pmstjdaet@oksbi,fobkqqlj@okicici,675.5,20,5,Jaipur,P2P,dev_3985,0,1,8,3975.79,1,0
epbox@ybl,qkuqbl@okicici,1663.1,15,6,Jaipur,Merchant,dev_2585,0,1,4,2920.53,0,0
jahmmari@oksbi,xmybzcdor@okaxis,741.79,22,4,Delhi,QR_Scan,dev_2678,0,1,8,4273.34,0,0
doiuqligf@okhdfcbank,fblxg@okhdfcbank,1300.53,0,2,Pune,QR_Scan,dev_4761,0,1,2,3383.65,0,0
wsiek@okaxis,siofwrx@okaxis,728.87,17,3,Delhi,Bill,dev_4953,0,0,3,1754.26,0,0
lxriqbbdm@okaxis,qbxjk@paytm,877.41,15,6,Hyderabad,Merchant,dev_3843,0,2,6,437.29,0,0
bhsii@okicici,euadmpwt@okicici,211.17,0,4,Pune,Merchant,dev_338,1,0,3,3558.51,0,0
emdqx@okhdfcbank,bfxhlx@okicici,141194.32,23,5,Kolkata,QR_Scan,dev_170,1,18,36,1011.56,1,1
guouop@okaxis,gbaeot@paytm,1491.33,0,0,Delhi,Bill,dev_4755,0,2,6,2496.71,1,0
xbxsi@paytm,dzcrhlm@oksbi,122.01,22,3,Pune,Bill,dev_2176,0,1,2,1990.8,0,0
bdsldc@okhdfcbank,tsizc@okhdfcbank,428.27,18,1,Hyderabad,QR_Scan,dev_1342,0,2,6,2662.75,0,0
ffeyfyvv@okhdfcbank,fgcdn@okhdfcbank,389.58,15,4,Jaipur,P2P,dev_1013,0,0,4,2357.74,0,0
wruqy@ybl,pxmcaq@oksbi,321.07,10,2,Bengaluru,Bill,dev_2188,0,1,3,3432.32,0,0
cocphvm@paytm,eidlestpo@paytm,46493.21,3,2,Pune,QR_Scan,dev_7783,1,10,37,3798.39,1,1
xmnpmx@paytm,gmorrrk@okicici,32.96,11,4,Pune,Merchant,dev_1506,0,1,2,2992.28,0,0
okckczhn@okicici,zqdputbm@ybl,190.6,10,2,Chennai,Merchant,dev_1143,0,0,1,900.27,0,0
btxdaee@okicici,icqiqbtt@oksbi,463.97,6,4,Mumbai,QR_Scan,dev_3814,0,0,3,3005.32,0,0
zqrzw@paytm,vnmeedj@okicici,1360.27,13,2,Delhi,QR_Scan,dev_2220,0,2,5,1698.39,0,0
ptqjev@paytm,spigfllw@okicici,533.75,19,2,Mumbai,QR_Scan,dev_3969,0,1,5,3757.09,0,0
nqvpulx@okhdfcbank,hluphp@oksbi,90.28,3,1,Pune,Bill,dev_4068,0,2,4,1618.52,0,0
xhobiwau@okicici,aqogwdqr@okaxis,2616.89,16,4,Kolkata,P2P,dev_2356,1,1,6,2770.63,1,0
zrakcqiw@okaxis,qzqijder@okhdfcbank,138.91,10,1,Chennai,Merchant,dev_2318,0,0,4,3541.45,0,0
rudwj@okicici,yqsklz@okaxis,87.92,20,1,Jaipur,P2P,dev_4696,0,0,2,3054.37,0,0
xyevvj@oksbi,kqkefnpna@paytm,11.67,13,0,Bengaluru,QR_Scan,dev_3120,0,3,8,2846.54,1,0
ujcqx@paytm,fsljqqqgw@okhdfcbank,154.57,8,0,Hyderabad,P2P,dev_1715,0,2,6,4509.77,0,0
yxjztwl@oksbi,kthsvdiw@okaxis,138.35,15,2,Chennai,Bill,dev_3214,1,1,3,3755.31,0,0
flshowtaj@okicici,czvcuh@okicici,61.14,13,4,Mumbai,P2P,dev_735,0,0,3,3044.87,0,0
ydxzzlrql@okhdfcbank,betywj@ybl,272.45,17,5,Jaipur,Merchant,dev_4591,0,2,3,1678.49,1,0
bgohk@okhdfcbank,mephzv@oksbi,13.39,3,2,Pune,P2P,dev_3362,0,1,2,2487.89,0,0
hwbpar@paytm,lwojr@oksbi,98.5,4,4,Hyderabad,QR_Scan,dev_2085,1,0,5,127.81,1,0
uuevg@oksbi,nyjpgc@okhdfcbank,370.32,5,2,Hyderabad,Bill,dev_809,0,4,7,1062.07,0,0
bgcuo@okaxis,scxvuk@okaxis,1925.22,9,6,Delhi,Bill,dev_3211,0,1,7,2952.95,0,0
pwkslb@okicici,cicpya@okaxis,1780.32,21,2,Jaipur,Bill,dev_4632,0,1,2,2258.53,1,0
apiljgrf@okhdfcbank,pecqokisu@ybl,10.0,1,3,Hyderabad,P2P,dev_69,1,0,6,2534.29,0,0
lxpsza@okicici,yijluq@ybl,28.74,21,4,Pune,Merchant,dev_977,1,0,2,4876.7,0,0
hbqjh@okicici,zyuwolk@oksbi,770.02,12,3,Bengaluru,Merchant,dev_524,0,0,3,2761.53,0,0
aumpxxp@paytm,pykhtyiz@okicici,886.01,10,4,Pune,QR_Scan,dev_4769,0,1,4,1634.32,1,0
qmhogbv@oksbi,cgajtprp@ybl,267.77,15,2,Pune,QR_Scan,dev_1562,0,2,5,4510.9,1,0
kzqvnbt@paytm,buoefqh@okaxis,997.93,18,5,Mumbai,Bill,dev_4237,0,1,4,3780.26,0,0
rrnngqv@paytm,wdhlpodx@oksbi,313.5,16,5,Chennai,QR_Scan,dev_2525,0,2,6,630.05,0,0
zpxgq@oksbi,ewwbhacso@paytm,17.78,0,0,Mumbai,P2P,dev_4128,0,1,3,1687.34,0,0
pmagkf@paytm,jcolenlvk@paytm,1967.06,23,4,Kolkata,QR_Scan,dev_1975,0,1,2,4626.7,0,0
rbiuyp@okaxis,sgpakqfaz@okhdfcbank,18.08,20,0,Pune,QR_Scan,dev_4883,0,1,5,4175.96,0,0
gllhvdnrr@okhdfcbank,xwviubm@paytm,143077.62,3,6,Bengaluru,P2P,dev_4040,1,12,31,3398.5,1,1
mwgjq@okhdfcbank,sapcdh@ybl,203.39,12,4,Delhi,Bill,dev_4593,0,0,1,1963.92,0,0
kklhlanhm@okhdfcbank,wkfkezwz@oksbi,2748.93,12,6,Pune,QR_Scan,dev_1179,0,1,2,2424.12,0,0
ksdnrlrg@paytm,bdxcgngqb@oksbi,364.61,8,2,Pune,Merchant,dev_2228,0,4,6,279.86,0,0
zqtui@okaxis,qbvcsjnh@okhdfcbank,155.81,0,0,Kolkata,QR_Scan,dev_3549,0,5,12,4822.27,0,0
jwzkn@okhdfcbank,moqpalyts@okaxis,1431.89,6,6,Chennai,QR_Scan,dev_100,0,0,2,3478.14,0,0
bxcrfl@okhdfcbank,wpvtj@okhdfcbank,87.12,4,2,Pune,Bill,dev_3865,1,0,1,507.91,0,0
mmvtdzs@okhdfcbank,wtkufmbx@oksbi,414.58,4,2,Pune,Bill,dev_3088,0,1,4,4161.98,0,0
jpxiiinmz@okicici,rdqva@okaxis,200.18,0,3,Bengaluru,P2P,dev_4471,0,0,0,1789.32,0,0
zpjzilvl@okicici,dpvwhu@okaxis,319.02,11,2,Bengaluru,Bill,dev_1998,0,1,5,2792.52,0,0
vsmqop@okaxis,dkelnkayi@oksbi,786.55,22,1,Bengaluru,Bill,dev_2289,0,3,10,319.68,1,0
yaxxewwzo@okhdfcbank,qcmgwm@okhdfcbank,17.09,1,6,Mumbai,P2P,dev_2744,0,2,7,886.54,0,0
reebieyhy@okhdfcbank,cmncjpoy@okicici,753.09,20,4,Kolkata,QR_Scan,dev_17,0,1,3,130.9,0,0
trsbxxvd@okicici,nczsupga@okicici,1691.02,12,2,Kolkata,QR_Scan,dev_4586,0,1,2,4358.7,0,0
gqtyyhk@okhdfcbank,ypezylwtz@oksbi,865.89,15,1,Kolkata,Bill,dev_2136,0,2,10,4544.15,0,0
lrttlcwup@okaxis,fwbmtileu@ybl,1195.38,4,0,Jaipur,P2P,dev_4721,0,2,7,1789.4,0,0
nfwtsquz@okhdfcbank,mgbxau@okaxis,772.55,18,6,Delhi,QR_Scan,dev_3865,0,0,4,3484.7,1,0
cxxzcc@paytm,sysufyyje@paytm,775.27,7,5,Pune,Merchant,dev_4589,0,0,1,4474.08,1,0
mytdwyjy@okaxis,dhpqfvb@okaxis,1150.03,21,4,Hyderabad,Merchant,dev_3148,0,1,3,3558.17,1,0
jtsab@okicici,wxssfhqh@oksbi,645.64,8,4,Jaipur,Merchant,dev_4864,0,2,3,2989.8,0,0
klhkvtr@okaxis,norkbasmo@okaxis,10.0,4,5,Bengaluru,QR_Scan,dev_3040,0,2,5,2049.6,0,0
ayavvz@okicici,gvhtydozm@paytm,571.92,18,6,Delhi,Merchant,dev_1915,0,2,8,1630.15,0,0
snzwnv@paytm,hmjjjklk@oksbi,739.82,1,4,Pune,Bill,dev_4736,0,2,5,1141.4,1,0
mvbpmpxhc@ybl,npvwa@paytm,1322.52,0,1,Bengaluru,QR_Scan,dev_4430,0,2,5,118.19,1,0
nhsvqrxd@paytm,qxsizi@okaxis,271.07,11,2,Chennai,Merchant,dev_4312,0,2,5,2275.45,0,0
jlschulcj@okaxis,fazwkof@oksbi,951.23,18,4,Jaipur,Bill,dev_3985,0,0,0,278.47,0,0
qebckha@oksbi,zjduhyicx@oksbi,457.4,4,0,Kolkata,Bill,dev_4402,0,0,3,3697.71,0,0
udeajp@okaxis,spwtjpuz@paytm,817.3,15,2,Pune,Merchant,dev_300,0,1,7,4652.41,0,0
bmnpcs@okicici,ymcwvpjd@okhdfcbank,274.32,19,1,Chennai,QR_Scan,dev_3578,0,2,4,2009.81,0,0
ydjvxusi@okaxis,oimbhlv@okhdfcbank,966.78,3,4,Pune,Merchant,dev_440,0,1,3,427.02,0,0
swkzho@ybl,nmwhcwlv@okaxis,639.8,10,0,Kolkata,QR_Scan,dev_2074,0,1,4,3320.18,0,0
dhvcxejm@oksbi,ydwtcf@okhdfcbank,800.8,10,1,Bengaluru,P2P,dev_1620,0,0,5,1435.67,0,0
gxvopbp@okhdfcbank,xjwoinwns@oksbi,122.4,6,4,Delhi,P2P,dev_3836,0,1,6,1236.29,0,0
vedlftvzc@oksbi,zqdofj@okicici,115.84,14,4,Hyderabad,QR_Scan,dev_1317,0,0,0,1610.71,0,0
suglnqt@okicici,mqoglusg@okaxis,855.17,14,5,Pune,Bill,dev_4144,0,1,4,3794.43,0,0
kicoi@ybl,quyawvq@okaxis,2863.66,21,1,Delhi,Bill,dev_2674,0,0,5,3008.83,0,0
dmwpq@ybl,ormrz@okicici,380.97,7,4,Kolkata,QR_Scan,dev_1611,0,3,6,4717.74,0,0
wxvueuv@oksbi,ofbaprk@ybl,92424.18,23,2,Delhi,P2P,dev_1838,0,16,29,1090.7,1,1
fpgmv@okicici,wqybr@oksbi,1615.24,15,0,Chennai,QR_Scan,dev_4531,0,1,9,1796.04,0,0
wtjqwzkc@ybl,ixkwvqy@paytm,245.1,18,5,Mumbai,Merchant,dev_3624,0,2,2,4968.12,0,0
samqice@oksbi,qgymfm@okicici,295.8,19,5,Kolkata,P2P,dev_4269,0,0,2,4981.72,0,0
uvmpldgn@paytm,rcmmqp@okaxis,701.3,8,0,Chennai,Bill,dev_475,0,0,3,126.49,0,0
kttqno@okaxis,lzrotdg@okicici,141.68,2,6,Hyderabad,P2P,dev_4016,0,1,1,4234.04,0,0
dxeds@oksbi,vnwkpqg@okaxis,512.03,0,2,Hyderabad,Merchant,dev_2262,0,2,3,4589.39,0,0
bobkmwjce@okaxis,jshrcxxqh@oksbi,78.5,22,5,Mumbai,P2P,dev_375,0,1,3,1321.55,0,0
corytip@ybl,mlaff@okhdfcbank,72.21,2,0,Delhi,Bill,dev_4220,0,0,1,864.57,0,0
sqdlisl@okicici,ntszopue@okaxis,737.93,19,2,Chennai,QR_Scan,dev_3637,0,1,2,2792.69,0,0
fsvda@okicici,wgrsd@ybl,7828.04,0,6,Pune,QR_Scan,dev_5204,1,17,29,2607.9,1,1
ssnnralh@ybl,wabyf@okaxis,562.86,0,4,Hyderabad,QR_Scan,dev_1955,0,1,6,1983.64,0,0
yiyeber@okicici,byysvaf@okicici,21.89,17,4,Pune,Merchant,dev_4442,0,1,2,2658.02,0,0
abmiljjr@ybl,xuxjo@oksbi,1406.68,23,1,Mumbai,QR_Scan,dev_931,0,1,5,1742.91,1,0
okqhztwt@oksbi,ggssmrmp@okicici,1675.44,3,1,Pune,Bill,dev_1907,0,2,3,1417.04,0,0
vwiwaayc@okicici,skwsemro@okaxis,2656.84,11,3,Bengaluru,Bill,dev_1256,0,1,1,766.47,0,0
etnydqqwy@paytm,mdmwk@ybl,103.68,5,0,Hyderabad,QR_Scan,dev_1201,0,1,3,4373.63,1,0
lraiovo@paytm,cfzxk@okaxis,557.31,11,6,Kolkata,QR_Scan,dev_1445,0,1,5,4661.57,0,0
pgozj@okicici,qcuiibg@oksbi,1377.9,23,0,Bengaluru,Bill,dev_3810,0,0,1,961.38,0,0
glwzsq@paytm,chzik@okhdfcbank,1377.37,6,5,Jaipur,Merchant,dev_3558,1,1,3,1367.96,1,0
icveklpnn@okhdfcbank,ftgravzh@oksbi,525.3,6,0,Hyderabad,QR_Scan,dev_3003,0,2,4,4625.97,0,0
rtqevjcxd@ybl,mcsupii@okaxis,556.65,16,2,Pune,Merchant,dev_4658,0,1,2,4379.29,0,0
ewttyfdbv@oksbi,vdmswbmkv@paytm,338.27,19,3,Pune,QR_Scan,dev_4937,0,1,6,3715.96,0,0
fzlsfk@ybl,tjzprndlt@okaxis,62.04,7,6,Mumbai,P2P,dev_4056,0,0,2,1550.97,1,0
fheebujul@paytm,lslcvpn@okicici,1336.11,16,2,Mumbai,Bill,dev_1155,1,1,2,3305.15,1,0
yqjhc@okaxis,ifalikka@okicici,8848.86,23,1,Chennai,QR_Scan,dev_6982,1,6,19,2949.79,0,1
atrbfdr@okaxis,gltbbls@paytm,1017.11,15,0,Jaipur,QR_Scan,dev_811,0,0,2,2747.98,0,0
subawg@oksbi,dalbjq@paytm,1106.16,15,5,Pune,Merchant,dev_3763,0,0,1,3935.97,0,0
qdtnlh@oksbi,ynvyzrq@okicici,311.27,7,0,Bengaluru,P2P,dev_4973,0,1,5,518.3,0,0
nsefkn@okicici,awxdjxavq@okicici,80.15,21,2,Kolkata,QR_Scan,dev_4914,0,0,1,2211.2,0,0
gsdzw@oksbi,ivifaclz@ybl,279.1,18,2,Delhi,Bill,dev_3613,0,1,3,2794.52,1,0
whrov@paytm,yxhvzpt@ybl,852.8,15,0,Kolkata,P2P,dev_2369,0,1,5,4478.77,0,0
htslwcghl@ybl,bunsgyr@paytm,1034.74,22,4,Chennai,QR_Scan,dev_2608,0,0,2,4739.7,0,0
htphskt@okicici,yapfhevhb@oksbi,96.27,15,4,Kolkata,Merchant,dev_1889,0,0,3,2254.62,1,0
vrddtntka@okhdfcbank,dxkbxtdbh@okicici,664.49,18,6,Mumbai,P2P,dev_892,0,2,3,4933.97,1,0
